BOROUGH,ZIP,REASON,COLLISIONS
Brooklyn,11206,Tow Hitch Defective,2
Brooklyn,11206,Traffic Control Device Improper/Non-Working,5
Brooklyn,11206,Traffic Control Disregarded,246
Brooklyn,11206,Turning Improperly,238
Brooklyn,11206,Unsafe Lane Changing,84
Brooklyn,11206,Unsafe Speed,116
Brooklyn,11206,Unspecified,3767
Brooklyn,11206,Using On Board Navigation Device,1
Brooklyn,11206,Vehicle Vandalism,4
Brooklyn,11206,View Obstructed/Limited,120
Brooklyn,11206,Windshield Inadequate,1
Brooklyn,11207,80,1
Brooklyn,11207,Accelerator Defective,10
Brooklyn,11207,Aggressive Driving/Road Rage,93
Brooklyn,11207,Alcohol Involvement,194
Brooklyn,11207,Animals Action,4
Brooklyn,11207,Backing Unsafely,604
Brooklyn,11207,Brakes Defective,66
Brooklyn,11207,Cell Phone (hand-Held),2
Brooklyn,11207,Cell Phone (hands-free),4
Brooklyn,11207,Driver Inattention/Distraction,2965
Brooklyn,11207,Driver Inexperience,242
Brooklyn,11207,Driverless/Runaway Vehicle,10
Brooklyn,11207,Drugs (Illegal),3
Brooklyn,11207,Drugs (illegal),8
Brooklyn,11207,Eating or Drinking,2
Brooklyn,11207,Failure to Keep Right,31
Brooklyn,11207,Failure to Yield Right-of-Way,1436
Brooklyn,11207,Fatigued/Drowsy,199
Brooklyn,11207,Fell Asleep,53
Brooklyn,11207,Following Too Closely,871
Brooklyn,11207,Glare,25
Brooklyn,11207,Illnes,16
Brooklyn,11207,Illness,10
Brooklyn,11207,Lane Marking Improper/Inadequate,13
Brooklyn,11207,Lost Consciousness,114
Brooklyn,11207,Obstruction/Debris,34
Brooklyn,11207,Other Electronic Device,10
Brooklyn,11207,Other Lighting Defects,1
Brooklyn,11207,Other Vehicular,490
Brooklyn,11207,Outside Car Distraction,76
Brooklyn,11207,Oversized Vehicle,107
Brooklyn,11207,Passenger Distraction,43
Brooklyn,11207,Passing Too Closely,597
Brooklyn,11207,Passing or Lane Usage Improper,446
Brooklyn,11207,Pavement Defective,18
Brooklyn,11207,Pavement Slippery,181
Brooklyn,11207,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,80
Brooklyn,11207,Physical Disability,89
Brooklyn,11207,Prescription Medication,84
Brooklyn,11207,Reaction to Other Uninvolved Vehicle,10
Brooklyn,11207,Reaction to Uninvolved Vehicle,157
Brooklyn,11207,Shoulders Defective/Improper,1
Brooklyn,11207,Steering Failure,25
Brooklyn,11207,Tire Failure/Inadequate,19
Brooklyn,11207,Tow Hitch Defective,1
Brooklyn,11207,Traffic Control Device Improper/Non-Working,10
Brooklyn,11207,Traffic Control Disregarded,428
Brooklyn,11207,Turning Improperly,367
Brooklyn,11207,Unsafe Lane Changing,291
Brooklyn,11207,Unsafe Speed,371
Brooklyn,11207,Unspecified,12803
Brooklyn,11207,Using On Board Navigation Device,1
Brooklyn,11207,Vehicle Vandalism,3
Brooklyn,11207,View Obstructed/Limited,166
Brooklyn,11207,Windshield Inadequate,1
Brooklyn,11208,Accelerator Defective,5
Brooklyn,11208,Aggressive Driving/Road Rage,70
Brooklyn,11208,Alcohol Involvement,120
Brooklyn,11208,Animals Action,15
Brooklyn,11208,Backing Unsafely,467
Brooklyn,11208,Brakes Defective,35
Brooklyn,11208,Cell Phone (hand-Held),2
Brooklyn,11208,Cell Phone (hand-held),2
Brooklyn,11208,Driver Inattention/Distraction,1962
Brooklyn,11208,Driver Inexperience,189
Brooklyn,11208,Driverless/Runaway Vehicle,4
Brooklyn,11208,Drugs (Illegal),1
Brooklyn,11208,Drugs (illegal),1
Brooklyn,11208,Eating or Drinking,2
Brooklyn,11208,Failure to Keep Right,17
Brooklyn,11208,Failure to Yield Right-of-Way,902
Brooklyn,11208,Fatigued/Drowsy,89
Brooklyn,11208,Fell Asleep,39
Brooklyn,11208,Following Too Closely,351
Brooklyn,11208,Glare,20
Brooklyn,11208,Headlights Defective,1
Brooklyn,11208,Illnes,6
Brooklyn,11208,Illness,3
Brooklyn,11208,Lane Marking Improper/Inadequate,5
Brooklyn,11208,Lost Consciousness,31
Brooklyn,11208,Obstruction/Debris,23
Brooklyn,11208,Other Electronic Device,9
Brooklyn,11208,Other Vehicular,398
Brooklyn,11208,Outside Car Distraction,40
Brooklyn,11208,Oversized Vehicle,57
Brooklyn,11208,Passenger Distraction,33
Brooklyn,11208,Passing Too Closely,357
Brooklyn,11208,Passing or Lane Usage Improper,212
Brooklyn,11208,Pavement Defective,37
Brooklyn,11208,Pavement Slippery,102
Brooklyn,11208,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,54
Brooklyn,11208,Physical Disability,51
Brooklyn,11208,Prescription Medication,34
Brooklyn,11208,Reaction to Other Uninvolved Vehicle,8
Brooklyn,11208,Reaction to Uninvolved Vehicle,109
Brooklyn,11208,Steering Failure,26
Brooklyn,11208,Tinted Windows,1
Brooklyn,11208,Tire Failure/Inadequate,21
Brooklyn,11208,Traffic Control Device Improper/Non-Working,4
Brooklyn,11208,Traffic Control Disregarded,246
Brooklyn,11208,Turning Improperly,175
Brooklyn,11208,Unsafe Lane Changing,77
Brooklyn,11208,Unsafe Speed,186
Brooklyn,11208,Unspecified,7862
Brooklyn,11208,Using On Board Navigation Device,1
Brooklyn,11208,View Obstructed/Limited,79
Brooklyn,11209,Accelerator Defective,6
Brooklyn,11209,Aggressive Driving/Road Rage,29
Brooklyn,11209,Alcohol Involvement,68
Brooklyn,11209,Animals Action,11
Brooklyn,11209,Backing Unsafely,528
Brooklyn,11209,Brakes Defective,23
Brooklyn,11209,Cell Phone (hand-Held),1
Brooklyn,11209,Cell Phone (hand-held),1
Brooklyn,11209,Cell Phone (hands-free),3
Brooklyn,11209,Driver Inattention/Distraction,723
Brooklyn,11209,Driver Inexperience,100
Brooklyn,11209,Driverless/Runaway Vehicle,8
Brooklyn,11209,Drugs (Illegal),5
Brooklyn,11209,Drugs (illegal),2
Brooklyn,11209,Failure to Keep Right,16
Brooklyn,11209,Failure to Yield Right-of-Way,695
Brooklyn,11209,Fatigued/Drowsy,157
Brooklyn,11209,Fell Asleep,49
Brooklyn,11209,Following Too Closely,280
Brooklyn,11209,Glare,11
Brooklyn,11209,Illnes,4
Brooklyn,11209,Illness,5
Brooklyn,11209,Lane Marking Improper/Inadequate,1
Brooklyn,11209,Lost Consciousness,152
Brooklyn,11209,Obstruction/Debris,13
Brooklyn,11209,Other Electronic Device,16
Brooklyn,11209,Other Vehicular,121
Brooklyn,11209,Outside Car Distraction,39
Brooklyn,11209,Oversized Vehicle,37
Brooklyn,11209,Passenger Distraction,34
Brooklyn,11209,Passing Too Closely,279
Brooklyn,11209,Passing or Lane Usage Improper,165
Brooklyn,11209,Pavement Defective,5
Brooklyn,11209,Pavement Slippery,76
Brooklyn,11209,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,27
Brooklyn,11209,Physical Disability,42
Brooklyn,11209,Prescription Medication,116
Brooklyn,11209,Reaction to Other Uninvolved Vehicle,12
Brooklyn,11209,Reaction to Uninvolved Vehicle,28
Brooklyn,11209,Shoulders Defective/Improper,1
Brooklyn,11209,Steering Failure,14
Brooklyn,11209,Tire Failure/Inadequate,9
Brooklyn,11209,Tow Hitch Defective,3
Brooklyn,11209,Traffic Control Device Improper/Non-Working,1
Brooklyn,11209,Traffic Control Disregarded,121
Brooklyn,11209,Turning Improperly,174
Brooklyn,11209,Unsafe Lane Changing,83
Brooklyn,11209,Unsafe Speed,73
Brooklyn,11209,Unspecified,3040
Brooklyn,11209,Using On Board Navigation Device,1
Brooklyn,11209,Vehicle Vandalism,1
Brooklyn,11209,View Obstructed/Limited,40
Brooklyn,11210,Accelerator Defective,6
Brooklyn,11210,Aggressive Driving/Road Rage,39
Brooklyn,11210,Alcohol Involvement,114
Brooklyn,11210,Animals Action,10
Brooklyn,11210,Backing Unsafely,344
Brooklyn,11210,Brakes Defective,38
Brooklyn,11210,Cell Phone (hand-Held),1
Brooklyn,11210,Cell Phone (hand-held),1
Brooklyn,11210,Cell Phone (hands-free),2
Brooklyn,11210,Driver Inattention/Distraction,1551
Brooklyn,11210,Driver Inexperience,134
Brooklyn,11210,Driverless/Runaway Vehicle,4
Brooklyn,11210,Drugs (Illegal),1
Brooklyn,11210,Drugs (illegal),3
Brooklyn,11210,Failure to Keep Right,14
Brooklyn,11210,Failure to Yield Right-of-Way,693
Brooklyn,11210,Fatigued/Drowsy,118
Brooklyn,11210,Fell Asleep,23
Brooklyn,11210,Following Too Closely,277
Brooklyn,11210,Glare,18
Brooklyn,11210,Headlights Defective,2
Brooklyn,11210,Illnes,7
Brooklyn,11210,Illness,6
Brooklyn,11210,Lost Consciousness,74
Brooklyn,11210,Obstruction/Debris,11
Brooklyn,11210,Other Electronic Device,10
Brooklyn,11210,Other Vehicular,158
Brooklyn,11210,Outside Car Distraction,50
Brooklyn,11210,Oversized Vehicle,35
Brooklyn,11210,Passenger Distraction,47
Brooklyn,11210,Passing Too Closely,166
Brooklyn,11210,Passing or Lane Usage Improper,215
Brooklyn,11210,Pavement Defective,5
Brooklyn,11210,Pavement Slippery,75
Brooklyn,11210,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,48
Brooklyn,11210,Physical Disability,79
Brooklyn,11210,Prescription Medication,80
Brooklyn,11210,Reaction to Other Uninvolved Vehicle,5
Brooklyn,11210,Reaction to Uninvolved Vehicle,60
Brooklyn,11210,Steering Failure,16
Brooklyn,11210,Texting,1
Brooklyn,11210,Tinted Windows,2
Brooklyn,11210,Tire Failure/Inadequate,8
Brooklyn,11210,Traffic Control Device Improper/Non-Working,4
Brooklyn,11210,Traffic Control Disregarded,184
Brooklyn,11210,Turning Improperly,179
Brooklyn,11210,Unsafe Lane Changing,77
Brooklyn,11210,Unsafe Speed,103
Brooklyn,11210,Unspecified,5148
Brooklyn,11210,Vehicle Vandalism,1
Brooklyn,11210,View Obstructed/Limited,60
Brooklyn,11211,80,2
Brooklyn,11211,Accelerator Defective,7
Brooklyn,11211,Aggressive Driving/Road Rage,50
Brooklyn,11211,Alcohol Involvement,141
Brooklyn,11211,Animals Action,6
Brooklyn,11211,Backing Unsafely,704
Brooklyn,11211,Brakes Defective,53
Brooklyn,11211,Cell Phone (hand-Held),1
Brooklyn,11211,Cell Phone (hands-free),1
Brooklyn,11211,Driver Inattention/Distraction,1929
Brooklyn,11211,Driver Inexperience,180
Brooklyn,11211,Driverless/Runaway Vehicle,54
Brooklyn,11211,Drugs (Illegal),4
Brooklyn,11211,Drugs (illegal),2
Brooklyn,11211,Failure to Keep Right,19
Brooklyn,11211,Failure to Yield Right-of-Way,1316
Brooklyn,11211,Fatigued/Drowsy,428
Brooklyn,11211,Fell Asleep,22
Brooklyn,11211,Following Too Closely,557
Brooklyn,11211,Glare,28
Brooklyn,11211,Headlights Defective,4
Brooklyn,11211,Illnes,5
Brooklyn,11211,Illness,25
Brooklyn,11211,Lane Marking Improper/Inadequate,7
Brooklyn,11211,Lost Consciousness,333
Brooklyn,11211,Obstruction/Debris,35
Brooklyn,11211,Other Electronic Device,30
Brooklyn,11211,Other Vehicular,418
Brooklyn,11211,Outside Car Distraction,82
Brooklyn,11211,Oversized Vehicle,272
Brooklyn,11211,Passenger Distraction,99
Brooklyn,11211,Passing Too Closely,731
Brooklyn,11211,Passing or Lane Usage Improper,598
Brooklyn,11211,Pavement Defective,14
Brooklyn,11211,Pavement Slippery,107
Brooklyn,11211,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,72
Brooklyn,11211,Physical Disability,157
Brooklyn,11211,Prescription Medication,163
Brooklyn,11211,Reaction to Other Uninvolved Vehicle,10
Brooklyn,11211,Reaction to Uninvolved Vehicle,89
Brooklyn,11211,Steering Failure,19
Brooklyn,11211,Tinted Windows,2
Brooklyn,11211,Tire Failure/Inadequate,3
Brooklyn,11211,Tow Hitch Defective,1
Brooklyn,11211,Traffic Control Device Improper/Non-Working,7
Brooklyn,11211,Traffic Control Disregarded,272
Brooklyn,11211,Turning Improperly,272
Brooklyn,11211,Unsafe Lane Changing,77
Brooklyn,11211,Unsafe Speed,92
Brooklyn,11211,Unspecified,2368
Brooklyn,11211,Using On Board Navigation Device,1
Brooklyn,11211,Vehicle Vandalism,1
Brooklyn,11211,View Obstructed/Limited,122
Brooklyn,11212,80,1
Brooklyn,11212,Accelerator Defective,8
Brooklyn,11212,Aggressive Driving/Road Rage,67
Brooklyn,11212,Alcohol Involvement,190
Brooklyn,11212,Animals Action,13
Brooklyn,11212,Backing Unsafely,414
Brooklyn,11212,Brakes Defective,50
Brooklyn,11212,Cell Phone (hand-Held),1
Brooklyn,11212,Cell Phone (hand-held),1
Brooklyn,11212,Cell Phone (hands-free),1
Brooklyn,11212,Driver Inattention/Distraction,1984
Brooklyn,11212,Driver Inexperience,201
Brooklyn,11212,Driverless/Runaway Vehicle,8
Brooklyn,11212,Drugs (Illegal),1
Brooklyn,11212,Drugs (illegal),2
Brooklyn,11212,Eating or Drinking,3
Brooklyn,11212,Failure to Keep Right,15
Brooklyn,11212,Failure to Yield Right-of-Way,663
Brooklyn,11212,Fatigued/Drowsy,123
Brooklyn,11212,Fell Asleep,32
Brooklyn,11212,Following Too Closely,297
Brooklyn,11212,Glare,17
Brooklyn,11212,Headlights Defective,2
Brooklyn,11212,Illnes,10
Brooklyn,11212,Illness,13
Brooklyn,11212,Lane Marking Improper/Inadequate,1
Brooklyn,11212,Lost Consciousness,81
Brooklyn,11212,Obstruction/Debris,14
Brooklyn,11212,Other Electronic Device,17
Brooklyn,11212,Other Lighting Defects,1
Brooklyn,11212,Other Vehicular,477
Brooklyn,11212,Outside Car Distraction,67
Brooklyn,11212,Oversized Vehicle,45
Brooklyn,11212,Passenger Distraction,66
Brooklyn,11212,Passing Too Closely,309
Brooklyn,11212,Passing or Lane Usage Improper,184
Brooklyn,11212,Pavement Defective,24
Brooklyn,11212,Pavement Slippery,109
Brooklyn,11212,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,80
Brooklyn,11212,Physical Disability,57
Brooklyn,11212,Prescription Medication,82
Brooklyn,11212,Reaction to Other Uninvolved Vehicle,7
Brooklyn,11212,Reaction to Uninvolved Vehicle,89
Brooklyn,11212,Shoulders Defective/Improper,1
Brooklyn,11212,Steering Failure,17
Brooklyn,11212,Tinted Windows,2
Brooklyn,11212,Tire Failure/Inadequate,7
Brooklyn,11212,Tow Hitch Defective,1
Brooklyn,11212,Traffic Control Device Improper/Non-Working,9
Brooklyn,11212,Traffic Control Disregarded,253
Brooklyn,11212,Turning Improperly,190
Brooklyn,11212,Unsafe Lane Changing,92
Brooklyn,11212,Unsafe Speed,152
Brooklyn,11212,Unspecified,8102
Brooklyn,11212,Using On Board Navigation Device,2
Brooklyn,11212,Vehicle Vandalism,4
Brooklyn,11212,View Obstructed/Limited,83
Brooklyn,11213,80,3
Brooklyn,11213,Accelerator Defective,7
Brooklyn,11213,Aggressive Driving/Road Rage,45
Brooklyn,11213,Alcohol Involvement,120
Brooklyn,11213,Animals Action,1
Brooklyn,11213,Backing Unsafely,328
Brooklyn,11213,Brakes Defective,41
Brooklyn,11213,Cell Phone (hand-Held),1
Brooklyn,11213,Cell Phone (hand-held),1
Brooklyn,11213,Driver Inattention/Distraction,2100
Brooklyn,11213,Driver Inexperience,166
Brooklyn,11213,Driverless/Runaway Vehicle,5
Brooklyn,11213,Drugs (Illegal),5
Brooklyn,11213,Drugs (illegal),3
Brooklyn,11213,Failure to Keep Right,14
Brooklyn,11213,Failure to Yield Right-of-Way,418
Brooklyn,11213,Fatigued/Drowsy,370
Brooklyn,11213,Fell Asleep,23
Brooklyn,11213,Following Too Closely,347
Brooklyn,11213,Glare,13
Brooklyn,11213,Headlights Defective,1
Brooklyn,11213,Illnes,9
Brooklyn,11213,Illness,14
Brooklyn,11213,Lane Marking Improper/Inadequate,3
Brooklyn,11213,Lost Consciousness,104
Brooklyn,11213,Obstruction/Debris,10
Brooklyn,11213,Other Electronic Device,13
Brooklyn,11213,Other Lighting Defects,1
Brooklyn,11213,Other Vehicular,315
Brooklyn,11213,Outside Car Distraction,48
Brooklyn,11213,Oversized Vehicle,42
Brooklyn,11213,Passenger Distraction,67
Brooklyn,11213,Passing Too Closely,224
Brooklyn,11213,Passing or Lane Usage Improper,191
Brooklyn,11213,Pavement Defective,3
Brooklyn,11213,Pavement Slippery,84
Brooklyn,11213,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,46
Brooklyn,11213,Physical Disability,75
Brooklyn,11213,Prescription Medication,59
Brooklyn,11213,Reaction to Other Uninvolved Vehicle,7
Brooklyn,11213,Reaction to Uninvolved Vehicle,46
Brooklyn,11213,Steering Failure,14
Brooklyn,11213,Texting,1
Brooklyn,11213,Tinted Windows,4
Brooklyn,11213,Tire Failure/Inadequate,9
Brooklyn,11213,Tow Hitch Defective,1
Brooklyn,11213,Traffic Control Device Improper/Non-Working,5
Brooklyn,11213,Traffic Control Disregarded,176
Brooklyn,11213,Turning Improperly,152
Brooklyn,11213,Unsafe Lane Changing,88
Brooklyn,11213,Unsafe Speed,99
Brooklyn,11213,Unspecified,4992
Brooklyn,11213,View Obstructed/Limited,72
Brooklyn,11214,Accelerator Defective,5
Brooklyn,11214,Aggressive Driving/Road Rage,25
Brooklyn,11214,Alcohol Involvement,78
Brooklyn,11214,Animals Action,3
Brooklyn,11214,Backing Unsafely,508
Brooklyn,11214,Brakes Defective,19
Brooklyn,11214,Cell Phone (hand-Held),1
Brooklyn,11214,Cell Phone (hand-held),1
Brooklyn,11214,Driver Inattention/Distraction,2254
Brooklyn,11214,Driver Inexperience,167
Brooklyn,11214,Drugs (illegal),8
Brooklyn,11214,Eating or Drinking,1
Brooklyn,11214,Failure to Keep Right,17
Brooklyn,11214,Failure to Yield Right-of-Way,804
Brooklyn,11214,Fatigued/Drowsy,100
Brooklyn,11214,Fell Asleep,12
Brooklyn,11214,Following Too Closely,265
Brooklyn,11214,Glare,13
Brooklyn,11214,Illnes,3
Brooklyn,11214,Illness,5
Brooklyn,11214,Lost Consciousness,56
Brooklyn,11214,Obstruction/Debris,12
Brooklyn,11214,Other Electronic Device,10
Brooklyn,11214,Other Lighting Defects,1
Brooklyn,11214,Other Vehicular,124
Brooklyn,11214,Outside Car Distraction,27
Brooklyn,11214,Oversized Vehicle,25
Brooklyn,11214,Passenger Distraction,39
Brooklyn,11214,Passing Too Closely,105
Brooklyn,11214,Passing or Lane Usage Improper,157
Brooklyn,11214,Pavement Defective,8
Brooklyn,11214,Pavement Slippery,50
Brooklyn,11214,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,29
Brooklyn,11214,Physical Disability,65
Brooklyn,11214,Prescription Medication,70
Brooklyn,11214,Reaction to Other Uninvolved Vehicle,3
Brooklyn,11214,Reaction to Uninvolved Vehicle,40
Brooklyn,11214,Steering Failure,19
Brooklyn,11214,Tire Failure/Inadequate,4
Brooklyn,11214,Traffic Control Device Improper/Non-Working,4
Brooklyn,11214,Traffic Control Disregarded,178
Brooklyn,11214,Turning Improperly,144
Brooklyn,11214,Unsafe Lane Changing,67
Brooklyn,11214,Unsafe Speed,75
Brooklyn,11214,Unspecified,3619
Brooklyn,11214,View Obstructed/Limited,52
Brooklyn,11214,Windshield Inadequate,2
Brooklyn,11215,Accelerator Defective,7
Brooklyn,11215,Aggressive Driving/Road Rage,38
Brooklyn,11215,Alcohol Involvement,78
Brooklyn,11215,Animals Action,5
Brooklyn,11215,Backing Unsafely,462
Brooklyn,11215,Brakes Defective,32
Brooklyn,11215,Cell Phone (hand-Held),2
Brooklyn,11215,Cell Phone (hand-held),1
Brooklyn,11215,Driver Inattention/Distraction,1861
Brooklyn,11215,Driver Inexperience,87
Brooklyn,11215,Driverless/Runaway Vehicle,3
Brooklyn,11215,Drugs (Illegal),3
Brooklyn,11215,Drugs (illegal),5
Brooklyn,11215,Failure to Keep Right,18
Brooklyn,11215,Failure to Yield Right-of-Way,496
Brooklyn,11215,Fatigued/Drowsy,139
Brooklyn,11215,Fell Asleep,22
Brooklyn,11215,Following Too Closely,355
Brooklyn,11215,Glare,30
Brooklyn,11215,Illnes,13
Brooklyn,11215,Illness,11
Brooklyn,11215,Lane Marking Improper/Inadequate,3
Brooklyn,11215,Lost Consciousness,88
Brooklyn,11215,Obstruction/Debris,13
Brooklyn,11215,Other Electronic Device,7
Brooklyn,11215,Other Vehicular,192
Brooklyn,11215,Outside Car Distraction,43
Brooklyn,11215,Oversized Vehicle,98
Brooklyn,11215,Passenger Distraction,43
Brooklyn,11215,Passing Too Closely,487
Brooklyn,11215,Passing or Lane Usage Improper,251
Brooklyn,11215,Pavement Defective,12
Brooklyn,11215,Pavement Slippery,64
Brooklyn,11215,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,49
Brooklyn,11215,Physical Disability,52
Brooklyn,11215,Prescription Medication,69
Brooklyn,11215,Reaction to Other Uninvolved Vehicle,4
Brooklyn,11215,Reaction to Uninvolved Vehicle,59
Brooklyn,11215,Steering Failure,8
Brooklyn,11215,Tinted Windows,1
Brooklyn,11215,Tire Failure/Inadequate,9
Brooklyn,11215,Tow Hitch Defective,2
Brooklyn,11215,Traffic Control Device Improper/Non-Working,3
Brooklyn,11215,Traffic Control Disregarded,110
Brooklyn,11215,Turning Improperly,166
Brooklyn,11215,Unsafe Lane Changing,103
Brooklyn,11215,Unsafe Speed,61
Brooklyn,11215,Unspecified,4414
Brooklyn,11215,Using On Board Navigation Device,1
Brooklyn,11215,View Obstructed/Limited,75
Brooklyn,11216,1,1
Brooklyn,11216,Accelerator Defective,5
Brooklyn,11216,Aggressive Driving/Road Rage,36
Brooklyn,11216,Alcohol Involvement,89
Brooklyn,11216,Animals Action,4
Brooklyn,11216,Backing Unsafely,246
Brooklyn,11216,Brakes Defective,37
Brooklyn,11216,Cell Phone (hand-Held),3
Brooklyn,11216,Cell Phone (hand-held),2
Brooklyn,11216,Cell Phone (hands-free),2
Brooklyn,11216,Driver Inattention/Distraction,1758
Brooklyn,11216,Driver Inexperience,148
Brooklyn,11216,Driverless/Runaway Vehicle,5
Brooklyn,11216,Drugs (Illegal),5
Brooklyn,11216,Failure to Keep Right,15
Brooklyn,11216,Failure to Yield Right-of-Way,324
Brooklyn,11216,Fatigued/Drowsy,244
Brooklyn,11216,Fell Asleep,15
Brooklyn,11216,Following Too Closely,315
Brooklyn,11216,Glare,12
Brooklyn,11216,Headlights Defective,2
Brooklyn,11216,Illnes,6
Brooklyn,11216,Illness,15
Brooklyn,11216,Lane Marking Improper/Inadequate,8
Brooklyn,11216,Lost Consciousness,107
Brooklyn,11216,Obstruction/Debris,13
Brooklyn,11216,Other Electronic Device,16
Brooklyn,11216,Other Lighting Defects,4
Brooklyn,11216,Other Vehicular,225
Brooklyn,11216,Outside Car Distraction,73
Brooklyn,11216,Oversized Vehicle,61
Brooklyn,11216,Passenger Distraction,68
Brooklyn,11216,Passing Too Closely,209
Brooklyn,11216,Passing or Lane Usage Improper,205
Brooklyn,11216,Pavement Defective,16
Brooklyn,11216,Pavement Slippery,68
Brooklyn,11216,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,59
Brooklyn,11216,Physical Disability,43
Brooklyn,11216,Prescription Medication,81
Brooklyn,11216,Reaction to Other Uninvolved Vehicle,7
Brooklyn,11216,Reaction to Uninvolved Vehicle,62
Brooklyn,11216,Steering Failure,12
Brooklyn,11216,Tire Failure/Inadequate,11
Brooklyn,11216,Traffic Control Device Improper/Non-Working,6
Brooklyn,11216,Traffic Control Disregarded,157
Brooklyn,11216,Turning Improperly,179
Brooklyn,11216,Unsafe Lane Changing,121
Brooklyn,11216,Unsafe Speed,69
Brooklyn,11216,Unspecified,4305
Brooklyn,11216,View Obstructed/Limited,46
Brooklyn,11216,Windshield Inadequate,1
Brooklyn,11217,Accelerator Defective,8
Brooklyn,11217,Aggressive Driving/Road Rage,41
Brooklyn,11217,Alcohol Involvement,68
Brooklyn,11217,Backing Unsafely,405
Brooklyn,11217,Brakes Defective,31
Brooklyn,11217,Cell Phone (hand-Held),2
Brooklyn,11217,Cell Phone (hand-held),1
Brooklyn,11217,Cell Phone (hands-free),1
Brooklyn,11217,Driver Inattention/Distraction,1794
Brooklyn,11217,Driver Inexperience,123
Brooklyn,11217,Driverless/Runaway Vehicle,4
Brooklyn,11217,Drugs (Illegal),1
Brooklyn,11217,Drugs (illegal),2
Brooklyn,11217,Failure to Keep Right,11
Brooklyn,11217,Failure to Yield Right-of-Way,571
Brooklyn,11217,Fatigued/Drowsy,259
Brooklyn,11217,Fell Asleep,12
Brooklyn,11217,Following Too Closely,513
Brooklyn,11217,Glare,15
Brooklyn,11217,Illnes,4
Brooklyn,11217,Illness,14
Brooklyn,11217,Lane Marking Improper/Inadequate,11
Brooklyn,11217,Lost Consciousness,247
Brooklyn,11217,Obstruction/Debris,28
Brooklyn,11217,Other Electronic Device,15
Brooklyn,11217,Other Lighting Defects,1
Brooklyn,11217,Other Vehicular,191
Brooklyn,11217,Outside Car Distraction,74
Brooklyn,11217,Oversized Vehicle,158
Brooklyn,11217,Passenger Distraction,70
Brooklyn,11217,Passing Too Closely,448
Brooklyn,11217,Passing or Lane Usage Improper,382
Brooklyn,11217,Pavement Defective,12
Brooklyn,11217,Pavement Slippery,70
Brooklyn,11217,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,47
Brooklyn,11217,Physical Disability,64
Brooklyn,11217,Prescription Medication,129
Brooklyn,11217,Reaction to Other Uninvolved Vehicle,12
Brooklyn,11217,Reaction to Uninvolved Vehicle,86
Brooklyn,11217,Shoulders Defective/Improper,2
Brooklyn,11217,Steering Failure,6
Brooklyn,11217,Texting,1
Brooklyn,11217,Tinted Windows,1
Brooklyn,11217,Tow Hitch Defective,2
Brooklyn,11217,Traffic Control Device Improper/Non-Working,6
Brooklyn,11217,Traffic Control Disregarded,136
Brooklyn,11217,Turning Improperly,309
Brooklyn,11217,Unsafe Lane Changing,206
Brooklyn,11217,Unsafe Speed,72
Brooklyn,11217,Unspecified,3789
Brooklyn,11217,Vehicle Vandalism,1
Brooklyn,11217,View Obstructed/Limited,105
Brooklyn,11218,Accelerator Defective,5
Brooklyn,11218,Aggressive Driving/Road Rage,29
Brooklyn,11218,Alcohol Involvement,114
Brooklyn,11218,Animals Action,3
Brooklyn,11218,Backing Unsafely,283
Brooklyn,11218,Brakes Defective,36
Brooklyn,11218,Cell Phone (hand-Held),1
Brooklyn,11218,Cell Phone (hands-free),3
Brooklyn,11218,Driver Inattention/Distraction,1615
Brooklyn,11218,Driver Inexperience,134
Brooklyn,11218,Driverless/Runaway Vehicle,1
Brooklyn,11218,Drugs (Illegal),3
Brooklyn,11218,Drugs (illegal),5
Brooklyn,11218,Failure to Keep Right,13
Brooklyn,11218,Failure to Yield Right-of-Way,468
Brooklyn,11218,Fatigued/Drowsy,177
Brooklyn,11218,Fell Asleep,20
Brooklyn,11218,Following Too Closely,201
Brooklyn,11218,Glare,16
Brooklyn,11218,Headlights Defective,2
Brooklyn,11218,Illnes,7
Brooklyn,11218,Illness,7
Brooklyn,11218,Lane Marking Improper/Inadequate,4
Brooklyn,11218,Lost Consciousness,58
Brooklyn,11218,Obstruction/Debris,5
Brooklyn,11218,Other Electronic Device,16
Brooklyn,11218,Other Lighting Defects,3
Brooklyn,11218,Other Vehicular,91
Brooklyn,11218,Outside Car Distraction,46
Brooklyn,11218,Oversized Vehicle,59
Brooklyn,11218,Passenger Distraction,28
Brooklyn,11218,Passing Too Closely,114
Brooklyn,11218,Passing or Lane Usage Improper,124
Brooklyn,11218,Pavement Defective,8
Brooklyn,11218,Pavement Slippery,64
Brooklyn,11218,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,36
